county_fips,county_name,state_abbr,region,urban_rural_group,measure_id,measure_label,estimate_pct,low_ci,high_ci,release_year
48421,Sherman,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,28.6,26.4,30.8,2025
48427,Starr,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,24.8,22.1,27.5,2025
48429,Stephens,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.9,32.7,37.1,2025
48431,Sterling,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,36.1,33.9,38.3,2025
48433,Stonewall,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,28.2,25.3,31.1,2025
48437,Swisher,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.9,29.7,34.1,2025
48325,Medina,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,35.1,32.4,37.8,2025
48329,Midland,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.0,33.7,38.3,2025
48331,Milam,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.8,28.9,30.7,2025
48335,Mitchell,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,32.8,30.6,35.0,2025
48337,Montague,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,25.0,22.2,27.8,2025
48345,Motley,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,33.1,30.3,35.9,2025
48351,Newton,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.9,28.0,33.8,2025
48353,Nolan,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.1,32.1,34.1,2025
48357,Ochiltree,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,33.3,31.2,35.4,2025
48359,Oldham,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,36.6,33.5,39.7,2025
48361,Orange,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.2,31.8,34.6,2025
48363,Palo Pinto,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,38.1,35.4,40.8,2025
48365,Panola,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,30.6,27.8,33.4,2025
48369,Parmer,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.3,31.1,35.5,2025
48375,Potter,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.4,27.7,33.1,2025
48377,Presidio,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.1,34.3,35.9,2025
48381,Randall,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,38.6,35.9,41.3,2025
48385,Real,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,36.6,35.0,38.2,2025
48393,Roberts,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,24.8,23.1,26.5,2025
48397,Rockwall,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,43.2,40.3,46.1,2025
48399,Runnels,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,37.5,35.4,39.6,2025
48401,Rusk,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.3,27.8,32.8,2025
48439,Tarrant,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.8,27.8,29.8,2025
48441,Taylor,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.5,24.5,30.5,2025
48445,Terry,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,27.9,26.4,29.4,2025
48449,Titus,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,25.8,23.4,28.2,2025
48451,Tom Green,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,35.8,33.7,37.9,2025
48459,Upshur,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.7,33.8,35.6,2025
48461,Upton,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.4,28.1,30.7,2025
48463,Uvalde,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,25.3,22.6,28.0,2025
48465,Val Verde,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.2,31.5,36.9,2025
48471,Walker,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.6,26.4,30.8,2025
48497,Wise,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.3,30.2,36.4,2025
48501,Yoakum,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,25.5,23.5,27.5,2025
48503,Young,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.6,28.0,33.2,2025
48505,Zapata,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.8,27.0,28.6,2025
48009,Archer,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,34.9,32.7,37.1,2025
48013,Atascosa,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,31.1,29.5,32.7,2025
48017,Bailey,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,26.3,23.8,28.8,2025
48019,Bandera,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.2,27.5,32.9,2025
48479,Webb,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.8,28.7,30.9,2025
48483,Wheeler,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,27.7,25.7,29.7,2025
48485,Wichita,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.9,25.3,30.5,2025
48487,Wilbarger,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.7,28.8,30.6,2025
48489,Willacy,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,37.1,36.2,38.0,2025
48493,Wilson,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,26.3,24.1,28.5,2025
48097,Cooke,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,26.9,25.9,27.9,2025
48099,Coryell,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,30.2,27.3,33.1,2025
48107,Crosby,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,32.8,30.8,34.8,2025
48109,Culberson,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,36.6,34.3,38.9,2025
48111,Dallam,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,32.0,30.1,33.9,2025
48115,Dawson,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,28.2,25.3,31.1,2025
48117,Deaf Smith,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,30.9,29.3,32.5,2025
48121,Denton,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.4,33.4,37.4,2025
48123,DeWitt,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,25.8,22.9,28.7,2025
48021,Bastrop,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,32.0,29.4,34.6,2025
48027,Bell,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,21.3,18.2,24.4,2025
48031,Blanco,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.9,32.3,35.5,2025
48033,Borden,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.5,28.8,32.2,2025
48043,Brewster,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,32.1,29.2,35.0,2025
48045,Briscoe,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,32.3,30.3,34.3,2025
48047,Brooks,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.0,31.3,36.7,2025
48049,Brown,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,39.9,37.2,42.6,2025
48053,Burnet,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,31.5,30.0,33.0,2025
48059,Callahan,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,32.4,30.8,34.0,2025
48065,Carson,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,34.1,31.4,36.8,2025
48069,Castro,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,26.0,23.2,28.8,2025
48075,Childress,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.9,30.4,33.4,2025
48077,Clay,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.6,31.5,35.7,2025
48081,Coke,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.1,26.2,32.0,2025
48085,Collin,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,25.4,22.7,28.1,2025
48087,Collingsworth,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.6,32.0,37.2,2025
48089,Colorado,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,30.3,28.7,31.9,2025
48093,Comanche,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.7,29.0,34.4,2025
48095,Concho,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,35.7,33.3,38.1,2025
48129,Donley,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,28.6,26.6,30.6,2025
48131,Duval,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,28.0,25.2,30.8,2025
48133,Eastland,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.7,33.0,38.4,2025
48137,Edwards,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.0,28.5,31.5,2025
48141,El Paso,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,27.8,25.5,30.1,2025
48143,Erath,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.9,28.4,31.4,2025
48145,Falls,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,33.0,30.7,35.3,2025
48147,Fannin,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,40.1,37.7,42.5,2025
48149,Fayette,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,28.5,26.1,30.9,2025
48151,Fisher,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,37.5,35.5,39.5,2025
48159,Franklin,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,38.1,35.8,40.4,2025
48163,Frio,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,32.5,30.9,34.1,2025
48165,Gaines,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.9,27.7,32.1,2025
48169,Garza,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.7,32.0,37.4,2025
48171,Gillespie,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,37.4,35.8,39.0,2025
48177,Gonzales,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.1,31.5,36.7,2025
48179,Gray,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,22.5,21.6,23.4,2025
48181,Grayson,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.4,28.9,33.9,2025
48395,Robertson,TX,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.9,31.1,36.7,2025
48477,Washington,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.5,32.8,38.2,2025
48139,Ellis,TX,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,36.3,34.5,38.1,2025
48061,Cameron,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,32.7,31.3,34.1,2025
48389,Reeves,TX,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.0,30.7,35.3,2025
48187,Guadalupe,TX,South,Small town,high_blood_pressure_pct,High blood pressure among adults,32.6,30.5,34.7,2025
49027,Millard,UT,West,Rural,high_blood_pressure_pct,High blood pressure among adults,25.9,23.8,28.0,2025
49033,Rich,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,34.4,31.7,37.1,2025
49037,San Juan,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,30.4,28.7,32.1,2025
49039,Sanpete,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,32.0,30.5,33.5,2025
49041,Sevier,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,26.3,24.2,28.4,2025
49053,Washington,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,35.0,33.5,36.5,2025
49055,Wayne,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,28.1,26.4,29.8,2025
49045,Tooele,UT,West,Suburban,high_blood_pressure_pct,High blood pressure among adults,31.3,29.2,33.4,2025
49001,Beaver,UT,West,Rural,high_blood_pressure_pct,High blood pressure among adults,36.1,33.2,39.0,2025
49003,Box Elder,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,28.0,25.9,30.1,2025
49005,Cache,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,33.4,32.2,34.6,2025
49007,Carbon,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,28.6,25.8,31.4,2025
49009,Daggett,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,23.2,22.2,24.2,2025
49011,Davis,UT,West,Suburban,high_blood_pressure_pct,High blood pressure among adults,36.8,33.9,39.7,2025
49013,Duchesne,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,26.8,24.1,29.5,2025
49015,Emery,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,29.4,27.2,31.6,2025
49017,Garfield,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,26.4,23.8,29.0,2025
49019,Grand,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,29.1,26.2,32.0,2025
49021,Iron,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,30.1,28.7,31.5,2025
49023,Juab,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.5,27.5,29.5,2025
49025,Kane,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.8,26.7,30.9,2025
49029,Morgan,UT,West,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.1,26.1,32.1,2025
49031,Piute,UT,West,Suburban,high_blood_pressure_pct,High blood pressure among adults,25.2,22.3,28.1,2025
49035,Salt Lake,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,30.0,28.4,31.6,2025
49043,Summit,UT,West,Rural,high_blood_pressure_pct,High blood pressure among adults,27.7,24.9,30.5,2025
49047,Uintah,UT,West,Small town,high_blood_pressure_pct,High blood pressure among adults,30.1,28.2,32.0,2025
49049,Utah,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,27.4,25.2,29.6,2025
49051,Wasatch,UT,West,Rural,high_blood_pressure_pct,High blood pressure among adults,31.4,29.5,33.3,2025
49057,Weber,UT,West,Urban core,high_blood_pressure_pct,High blood pressure among adults,30.6,29.6,31.6,2025
50015,Lamoille,VT,Northeast,Rural,high_blood_pressure_pct,High blood pressure among adults,30.3,27.2,33.4,2025
50017,Orange,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.5,31.4,35.6,2025
50019,Orleans,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,22.9,21.1,24.7,2025
50021,Rutland,VT,Northeast,Small town,high_blood_pressure_pct,High blood pressure among adults,33.6,31.0,36.2,2025
50023,Washington,VT,Northeast,Rural,high_blood_pressure_pct,High blood pressure among adults,35.1,33.5,36.7,2025
50025,Windham,VT,Northeast,Suburban,high_blood_pressure_pct,High blood pressure among adults,28.7,27.2,30.2,2025
50027,Windsor,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,23.6,21.3,25.9,2025
50001,Addison,VT,Northeast,Suburban,high_blood_pressure_pct,High blood pressure among adults,27.0,24.1,29.9,2025
50003,Bennington,VT,Northeast,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.3,27.1,31.5,2025
50005,Caledonia,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,31.4,30.6,32.2,2025
50007,Chittenden,VT,Northeast,Rural,high_blood_pressure_pct,High blood pressure among adults,32.6,30.1,35.1,2025
50009,Essex,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,30.5,27.7,33.3,2025
50011,Franklin,VT,Northeast,Small town,high_blood_pressure_pct,High blood pressure among adults,30.5,29.7,31.3,2025
50013,Grand Isle,VT,Northeast,Urban core,high_blood_pressure_pct,High blood pressure among adults,24.6,22.8,26.4,2025
51021,Bland,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.2,31.2,35.2,2025
51025,Brunswick,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.8,33.1,38.5,2025
51035,Carroll,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.1,32.5,35.7,2025
51043,Clarke,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,35.2,32.3,38.1,2025
51045,Craig,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,32.6,30.4,34.8,2025
51049,Cumberland,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.8,25.7,29.9,2025
51065,Fluvanna,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.8,32.1,37.5,2025
51071,Giles,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.6,32.7,36.5,2025
51075,Goochland,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.6,28.2,31.0,2025
51077,Grayson,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,32.0,31.3,32.7,2025
51079,Greene,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.3,27.8,30.8,2025
51089,Henry,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.5,28.4,32.6,2025
51099,King George,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,36.6,34.7,38.5,2025
51001,Accomack,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.5,28.4,32.6,2025
51003,Albemarle,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,37.1,36.3,37.9,2025
51005,Alleghany,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,30.2,28.6,31.8,2025
51007,Amelia,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,31.4,29.8,33.0,2025
51009,Amherst,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.4,28.1,30.7,2025
51015,Augusta,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.2,31.1,35.3,2025
51017,Bath,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.3,31.9,34.7,2025
51019,Bedford,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,39.8,38.9,40.7,2025
51023,Botetourt,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.2,35.3,37.1,2025
51027,Buchanan,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,35.6,32.9,38.3,2025
51029,Buckingham,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.7,26.6,28.8,2025
51031,Campbell,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.9,28.9,34.9,2025
51033,Caroline,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,31.2,29.2,33.2,2025
51036,Charles City,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,35.4,33.2,37.6,2025
51037,Charlotte,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.6,24.7,30.5,2025
51041,Chesterfield,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,35.7,33.8,37.6,2025
51047,Culpeper,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.2,29.8,32.6,2025
51051,Dickenson,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,25.9,24.5,27.3,2025
51053,Dinwiddie,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,39.8,37.1,42.5,2025
51057,Essex,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.3,28.0,30.6,2025
51059,Fairfax,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,34.9,32.2,37.6,2025
51061,Fauquier,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.6,34.4,38.8,2025
51063,Floyd,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.1,27.7,30.5,2025
51067,Franklin,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,24.4,22.2,26.6,2025
51069,Frederick,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.5,25.9,31.1,2025
51073,Gloucester,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,40.6,38.6,42.6,2025
51081,Greensville,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,34.1,33.1,35.1,2025
51083,Halifax,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,30.7,29.8,31.6,2025
51085,Hanover,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.0,28.6,31.4,2025
51087,Henrico,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,28.6,27.0,30.2,2025
51091,Highland,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,38.8,37.9,39.7,2025
51093,Isle of Wight,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,39.8,38.3,41.3,2025
51095,James City,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.4,32.3,36.5,2025
51097,King and Queen,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.7,34.1,37.3,2025
51101,King William,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,27.6,25.3,29.9,2025
51107,Loudoun,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,34.2,32.9,35.5,2025
51111,Lunenburg,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,31.7,30.4,33.0,2025
51113,Madison,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,25.4,22.7,28.1,2025
51117,Mecklenburg,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,33.4,31.3,35.5,2025
51121,Montgomery,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,26.7,24.7,28.7,2025
51125,Nelson,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.3,26.5,32.1,2025
51127,New Kent,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.6,32.9,38.3,2025
51137,Orange,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.8,27.6,32.0,2025
51139,Page,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,32.7,29.9,35.5,2025
51141,Patrick,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,32.8,31.2,34.4,2025
51143,Pittsylvania,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.6,26.9,30.3,2025
51147,Prince Edward,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.9,30.2,33.6,2025
51161,Roanoke,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,30.1,28.4,31.8,2025
51163,Rockbridge,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.2,28.7,31.7,2025
51165,Rockingham,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,32.8,30.0,35.6,2025
51167,Russell,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,31.4,28.7,34.1,2025
51171,Shenandoah,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.9,36.0,37.8,2025
51175,Southampton,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.8,30.3,33.3,2025
51177,Spotsylvania,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,34.1,32.1,36.1,2025
51179,Stafford,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.2,27.1,31.3,2025
51185,Tazewell,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,33.8,31.6,36.0,2025
51191,Washington,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,24.7,22.0,27.4,2025
51193,Westmoreland,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,29.0,28.2,29.8,2025
51195,Wise,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,33.2,30.4,36.0,2025
51570,Colonial Heights,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,36.4,33.2,39.6,2025
51610,Falls Church,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.6,28.3,30.9,2025
51678,Lexington,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.2,31.6,36.8,2025
51720,Norton,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,34.2,32.2,36.2,2025
51790,Staunton,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.8,30.9,32.7,2025
51840,Winchester,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,30.4,28.4,32.4,2025
51105,Lee,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.2,35.1,37.3,2025
51013,Arlington,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.3,32.2,36.4,2025
51103,Lancaster,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,36.0,34.1,37.9,2025
51109,Louisa,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.7,30.1,33.3,2025
51115,Mathews,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,29.5,27.5,31.5,2025
51119,Middlesex,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,27.3,24.6,30.0,2025
51131,Northampton,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.4,28.8,34.0,2025
51133,Northumberland,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.7,33.6,35.8,2025
51135,Nottoway,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,35.8,33.7,37.9,2025
51145,Powhatan,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,37.8,34.9,40.7,2025
51149,Prince George,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.2,30.9,35.5,2025
51155,Pulaski,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.6,28.5,30.7,2025
51157,Rappahannock,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,29.9,28.3,31.5,2025
51159,Richmond,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.2,28.9,33.5,2025
51169,Scott,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,30.0,27.2,32.8,2025
51173,Smyth,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,31.8,30.9,32.7,2025
51181,Surry,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,34.7,32.9,36.5,2025
51183,Sussex,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,28.0,26.9,29.1,2025
51187,Warren,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,36.3,34.9,37.7,2025
51197,Wythe,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,34.0,31.3,36.7,2025
51199,York,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,25.6,23.9,27.3,2025
51510,Alexandria,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,32.9,30.6,35.2,2025
51515,Bedford,VA,South,Urban core,high_blood_pressure_pct,High blood pressure among adults,33.9,31.1,36.7,2025
51520,Bristol,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,37.6,36.5,38.7,2025
51530,Buena Vista,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,36.4,33.4,39.4,2025
51540,Charlottesville,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,35.1,33.1,37.1,2025
51550,Chesapeake,VA,South,Suburban,high_blood_pressure_pct,High blood pressure among adults,29.8,27.8,31.8,2025
51580,Covington,VA,South,Rural,high_blood_pressure_pct,High blood pressure among adults,29.0,27.5,30.5,2025
51590,Danville,VA,South,Small town,high_blood_pressure_pct,High blood pressure among adults,31.8,30.0,33.6,2025
